index,Image,Nom,reference,Catégorie,Montant HT,Montant TTC,Quantité,État,Position,code_moteur,link
24720,https://diesel-injecteurs.com/8675/injecteurs-peugeot-5008-20-hdi-150-bluehdi-150-150-cv-delphi-28388960.jpg,Injecteurs PEUGEOT 5008 2.0 HDi 150 / BlueHDi 150 150 CV DELPHI (28388960),28388960,Accueil,100,100,10,0,,"AHE (DW10FD),AHH (DW10FC),AHJ (DW10FE),AHK (DW10FE),AHM (DW10FUE),AHN (DW10FUD),AHP (DW10FUC),AHR (DW10FD),AHS (DW10FD),AHV (DW10FD),AHW (DW10FC),AHX (DW10FCD),AHX (DW10FD),EHZ (DW10FC),RHD (DW10CB),RHD (DW10CTED4),RHE (DW10CTED4),T7CE,T7CI,T7CJ,T7CK,T7CL,T7DB,T7MA,T7MB,T8CA,T8CC,T8CD,T8CG,T8CH,T8CI,T8CJ,T8CL,T8CM,T8DA,T8DE,T8MA,T8MB,T9CB,T9CC,TXDA,TXMA,UFCA,UFCB,UFMA,UKMA,XRMA,XRMB",https://www.autonorma.fr/p/36798-injecteur-common-rail-delphi-cri-28388960-neuf
24719,https://diesel-injecteurs.com/8673/injecteurs-peugeot-308-ii-20-bluehdi-150-150-cv-delphi-28388960.jpg,Injecteurs PEUGEOT 308 II 2.0 BlueHDi 150 150 CV DELPHI (28388960),28388960,Accueil,100,100,9,0,,"AHE (DW10FD),AHH (DW10FC),AHJ (DW10FE),AHK (DW10FE),AHM (DW10FUE),AHN (DW10FUD),AHP (DW10FUC),AHR (DW10FD),AHS (DW10FD),AHV (DW10FD),AHW (DW10FC),AHX (DW10FCD),AHX (DW10FD),EHZ (DW10FC),RHD (DW10CB),RHD (DW10CTED4),RHE (DW10CTED4),T7CE,T7CI,T7CJ,T7CK,T7CL,T7DB,T7MA,T7MB,T8CA,T8CC,T8CD,T8CG,T8CH,T8CI,T8CJ,T8CL,T8CM,T8DA,T8DE,T8MA,T8MB,T9CB,T9CC,TXDA,TXMA,UFCA,UFCB,UFMA,UKMA,XRMA,XRMB",https://www.autonorma.fr/p/36798-injecteur-common-rail-delphi-cri-28388960-neuf
24718,https://diesel-injecteurs.com/8671/injecteurs-peugeot-3008-20-hdi-150-bluehdi-150-150-cv-delphi-28388960.jpg,Injecteurs PEUGEOT 3008 2.0 HDi 150 / BlueHDi 150 150 CV DELPHI (28388960),28388960,Accueil,100,100,10,0,,"AHE (DW10FD),AHH (DW10FC),AHJ (DW10FE),AHK (DW10FE),AHM (DW10FUE),AHN (DW10FUD),AHP (DW10FUC),AHR (DW10FD),AHS (DW10FD),AHV (DW10FD),AHW (DW10FC),AHX (DW10FCD),AHX (DW10FD),EHZ (DW10FC),RHD (DW10CB),RHD (DW10CTED4),RHE (DW10CTED4),T7CE,T7CI,T7CJ,T7CK,T7CL,T7DB,T7MA,T7MB,T8CA,T8CC,T8CD,T8CG,T8CH,T8CI,T8CJ,T8CL,T8CM,T8DA,T8DE,T8MA,T8MB,T9CB,T9CC,TXDA,TXMA,UFCA,UFCB,UFMA,UKMA,XRMA,XRMB",https://www.autonorma.fr/p/36798-injecteur-common-rail-delphi-cri-28388960-neuf
24717,https://diesel-injecteurs.com/8669/injecteurs-ford-mondeo-v-20-tdci-180-cv-delphi-28388960.jpg,Injecteurs FORD MONDEO V 2.0 TDCi 180 CV DELPHI (28388960),28388960,Accueil,100,100,10,0,,"AHE (DW10FD),AHH (DW10FC),AHJ (DW10FE),AHK (DW10FE),AHM (DW10FUE),AHN (DW10FUD),AHP (DW10FUC),AHR (DW10FD),AHS (DW10FD),AHV (DW10FD),AHW (DW10FC),AHX (DW10FCD),AHX (DW10FD),EHZ (DW10FC),RHD (DW10CB),RHD (DW10CTED4),RHE (DW10CTED4),T7CE,T7CI,T7CJ,T7CK,T7CL,T7DB,T7MA,T7MB,T8CA,T8CC,T8CD,T8CG,T8CH,T8CI,T8CJ,T8CL,T8CM,T8DA,T8DE,T8MA,T8MB,T9CB,T9CC,TXDA,TXMA,UFCA,UFCB,UFMA,UKMA,XRMA,XRMB",https://www.autonorma.fr/p/36798-injecteur-common-rail-delphi-cri-28388960-neuf
24716,https://diesel-injecteurs.com/8667/injecteurs-ford-mondeo-v-20-tdci-150-cv-delphi-28388960.jpg,Injecteurs FORD MONDEO V 2.0 TDCi 150 CV DELPHI (28388960),28388960,Accueil,100,100,10,0,,"AHE (DW10FD),AHH (DW10FC),AHJ (DW10FE),AHK (DW10FE),AHM (DW10FUE),AHN (DW10FUD),AHP (DW10FUC),AHR (DW10FD),AHS (DW10FD),AHV (DW10FD),AHW (DW10FC),AHX (DW10FCD),AHX (DW10FD),EHZ (DW10FC),RHD (DW10CB),RHD (DW10CTED4),RHE (DW10CTED4),T7CE,T7CI,T7CJ,T7CK,T7CL,T7DB,T7MA,T7MB,T8CA,T8CC,T8CD,T8CG,T8CH,T8CI,T8CJ,T8CL,T8CM,T8DA,T8DE,T8MA,T8MB,T9CB,T9CC,TXDA,TXMA,UFCA,UFCB,UFMA,UKMA,XRMA,XRMB",https://www.autonorma.fr/p/36798-injecteur-common-rail-delphi-cri-28388960-neuf
24715,https://diesel-injecteurs.com/8665/injecteurs-ford-kuga-ii-20-tdci-140-cv-delphi-28388960.jpg,Injecteurs FORD KUGA II 2.0 TDCi 140 CV DELPHI (28388960),28388960,Accueil,100,100,10,0,,"AHE (DW10FD),AHH (DW10FC),AHJ (DW10FE),AHK (DW10FE),AHM (DW10FUE),AHN (DW10FUD),AHP (DW10FUC),AHR (DW10FD),AHS (DW10FD),AHV (DW10FD),AHW (DW10FC),AHX (DW10FCD),AHX (DW10FD),EHZ (DW10FC),RHD (DW10CB),RHD (DW10CTED4),RHE (DW10CTED4),T7CE,T7CI,T7CJ,T7CK,T7CL,T7DB,T7MA,T7MB,T8CA,T8CC,T8CD,T8CG,T8CH,T8CI,T8CJ,T8CL,T8CM,T8DA,T8DE,T8MA,T8MB,T9CB,T9CC,TXDA,TXMA,UFCA,UFCB,UFMA,UKMA,XRMA,XRMB",https://www.autonorma.fr/p/36798-injecteur-common-rail-delphi-cri-28388960-neuf
24714,https://diesel-injecteurs.com/8663/injecteurs-ford-kuga-ii-20-tdci-136-cv-delphi-28388960.jpg,Injecteurs FORD KUGA II 2.0 TDCi 136 CV DELPHI (28388960),28388960,Accueil,100,100,10,0,,"AHE (DW10FD),AHH (DW10FC),AHJ (DW10FE),AHK (DW10FE),AHM (DW10FUE),AHN (DW10FUD),AHP (DW10FUC),AHR (DW10FD),AHS (DW10FD),AHV (DW10FD),AHW (DW10FC),AHX (DW10FCD),AHX (DW10FD),EHZ (DW10FC),RHD (DW10CB),RHD (DW10CTED4),RHE (DW10CTED4),T7CE,T7CI,T7CJ,T7CK,T7CL,T7DB,T7MA,T7MB,T8CA,T8CC,T8CD,T8CG,T8CH,T8CI,T8CJ,T8CL,T8CM,T8DA,T8DE,T8MA,T8MB,T9CB,T9CC,TXDA,TXMA,UFCA,UFCB,UFMA,UKMA,XRMA,XRMB",https://www.autonorma.fr/p/36798-injecteur-common-rail-delphi-cri-28388960-neuf
24713,https://diesel-injecteurs.com/8661/injecteurs-ford-kuga-ii-20-tdci-4x4-180-cv-delphi-28388960.jpg,Injecteurs FORD KUGA II 2.0 TDCi 4x4 180 CV DELPHI (28388960),28388960,Accueil,100,100,10,0,,"AHE (DW10FD),AHH (DW10FC),AHJ (DW10FE),AHK (DW10FE),AHM (DW10FUE),AHN (DW10FUD),AHP (DW10FUC),AHR (DW10FD),AHS (DW10FD),AHV (DW10FD),AHW (DW10FC),AHX (DW10FCD),AHX (DW10FD),EHZ (DW10FC),RHD (DW10CB),RHD (DW10CTED4),RHE (DW10CTED4),T7CE,T7CI,T7CJ,T7CK,T7CL,T7DB,T7MA,T7MB,T8CA,T8CC,T8CD,T8CG,T8CH,T8CI,T8CJ,T8CL,T8CM,T8DA,T8DE,T8MA,T8MB,T9CB,T9CC,TXDA,TXMA,UFCA,UFCB,UFMA,UKMA,XRMA,XRMB",https://www.autonorma.fr/p/36798-injecteur-common-rail-delphi-cri-28388960-neuf
24712,https://diesel-injecteurs.com/8659/injecteurs-ford-kuga-ii-20-tdci-4x4-163-cv-delphi-28388960.jpg,Injecteurs FORD KUGA II 2.0 TDCi 4x4 163 CV DELPHI (28388960),28388960,Accueil,100,100,10,0,,"AHE (DW10FD),AHH (DW10FC),AHJ (DW10FE),AHK (DW10FE),AHM (DW10FUE),AHN (DW10FUD),AHP (DW10FUC),AHR (DW10FD),AHS (DW10FD),AHV (DW10FD),AHW (DW10FC),AHX (DW10FCD),AHX (DW10FD),EHZ (DW10FC),RHD (DW10CB),RHD (DW10CTED4),RHE (DW10CTED4),T7CE,T7CI,T7CJ,T7CK,T7CL,T7DB,T7MA,T7MB,T8CA,T8CC,T8CD,T8CG,T8CH,T8CI,T8CJ,T8CL,T8CM,T8DA,T8DE,T8MA,T8MB,T9CB,T9CC,TXDA,TXMA,UFCA,UFCB,UFMA,UKMA,XRMA,XRMB",https://www.autonorma.fr/p/36798-injecteur-common-rail-delphi-cri-28388960-neuf
24711,https://diesel-injecteurs.com/8657/injecteurs-ford-kuga-ii-20-tdci-4x4-140-cv-delphi-28388960.jpg,Injecteurs FORD KUGA II 2.0 TDCi 4x4 140 CV DELPHI (28388960),28388960,Accueil,100,100,10,0,,"AHE (DW10FD),AHH (DW10FC),AHJ (DW10FE),AHK (DW10FE),AHM (DW10FUE),AHN (DW10FUD),AHP (DW10FUC),AHR (DW10FD),AHS (DW10FD),AHV (DW10FD),AHW (DW10FC),AHX (DW10FCD),AHX (DW10FD),EHZ (DW10FC),RHD (DW10CB),RHD (DW10CTED4),RHE (DW10CTED4),T7CE,T7CI,T7CJ,T7CK,T7CL,T7DB,T7MA,T7MB,T8CA,T8CC,T8CD,T8CG,T8CH,T8CI,T8CJ,T8CL,T8CM,T8DA,T8DE,T8MA,T8MB,T9CB,T9CC,TXDA,TXMA,UFCA,UFCB,UFMA,UKMA,XRMA,XRMB",https://www.autonorma.fr/p/36798-injecteur-common-rail-delphi-cri-28388960-neuf
24710,https://diesel-injecteurs.com/8655/injecteurs-ford-kuga-ii-20-tdci-4x4-136-cv-delphi-28388960.jpg,Injecteurs FORD KUGA II 2.0 TDCi 4x4 136 CV DELPHI (28388960),28388960,Accueil,100,100,10,0,,"AHE (DW10FD),AHH (DW10FC),AHJ (DW10FE),AHK (DW10FE),AHM (DW10FUE),AHN (DW10FUD),AHP (DW10FUC),AHR (DW10FD),AHS (DW10FD),AHV (DW10FD),AHW (DW10FC),AHX (DW10FCD),AHX (DW10FD),EHZ (DW10FC),RHD (DW10CB),RHD (DW10CTED4),RHE (DW10CTED4),T7CE,T7CI,T7CJ,T7CK,T7CL,T7DB,T7MA,T7MB,T8CA,T8CC,T8CD,T8CG,T8CH,T8CI,T8CJ,T8CL,T8CM,T8DA,T8DE,T8MA,T8MB,T9CB,T9CC,TXDA,TXMA,UFCA,UFCB,UFMA,UKMA,XRMA,XRMB",https://www.autonorma.fr/p/36798-injecteur-common-rail-delphi-cri-28388960-neuf
24709,https://diesel-injecteurs.com/8653/injecteurs-citroen-jumpy-20-bluehdi-120-122-cv-delphi-28388960.jpg,Injecteurs CITROEN JUMPY 2.0 BlueHDi 120 122 CV DELPHI (28388960),28388960,Accueil,100,100,10,0,,"AHE (DW10FD),AHH (DW10FC),AHJ (DW10FE),AHK (DW10FE),AHM (DW10FUE),AHN (DW10FUD),AHP (DW10FUC),AHR (DW10FD),AHS (DW10FD),AHV (DW10FD),AHW (DW10FC),AHX (DW10FCD),AHX (DW10FD),EHZ (DW10FC),RHD (DW10CB),RHD (DW10CTED4),RHE (DW10CTED4),T7CE,T7CI,T7CJ,T7CK,T7CL,T7DB,T7MA,T7MB,T8CA,T8CC,T8CD,T8CG,T8CH,T8CI,T8CJ,T8CL,T8CM,T8DA,T8DE,T8MA,T8MB,T9CB,T9CC,TXDA,TXMA,UFCA,UFCB,UFMA,UKMA,XRMA,XRMB",https://www.autonorma.fr/p/36798-injecteur-common-rail-delphi-cri-28388960-neuf
24708,https://diesel-injecteurs.com/8651/injecteurs-citroen-ds-5-20-bluehdi-180-180-cv-delphi-28388960.jpg,Injecteurs CITROEN DS 5 2.0 BlueHDi 180 180 CV DELPHI (28388960),28388960,Accueil,100,100,8,0,,"AHE (DW10FD),AHH (DW10FC),AHJ (DW10FE),AHK (DW10FE),AHM (DW10FUE),AHN (DW10FUD),AHP (DW10FUC),AHR (DW10FD),AHS (DW10FD),AHV (DW10FD),AHW (DW10FC),AHX (DW10FCD),AHX (DW10FD),EHZ (DW10FC),RHD (DW10CB),RHD (DW10CTED4),RHE (DW10CTED4),T7CE,T7CI,T7CJ,T7CK,T7CL,T7DB,T7MA,T7MB,T8CA,T8CC,T8CD,T8CG,T8CH,T8CI,T8CJ,T8CL,T8CM,T8DA,T8DE,T8MA,T8MB,T9CB,T9CC,TXDA,TXMA,UFCA,UFCB,UFMA,UKMA,XRMA,XRMB",https://www.autonorma.fr/p/36798-injecteur-common-rail-delphi-cri-28388960-neuf
24707,https://diesel-injecteurs.com/17610/injecteurs-ford-mondeo-iii-20-16v-tddi-tdci-115-cv-delphi-r00502z.jpg,Injecteurs FORD MONDEO III 2.0 16V TDDi / TDCi 115 CV DELPHI (R00502Z),R00502Z,Injecteurs FORD MONDEO 3,95,95,5,0,,"D6BA,HJBA,HJBB,HJBC",https://www.autonorma.fr/p/36103-injecteur-common-rail-delphi-cri-r00502z-neuf
24706,https://diesel-injecteurs.com/11650/injecteurs-mercedes-classe-e-e-220-cdi-d-170-cv-delphi-a6510702887.jpg,Injecteurs MERCEDES Classe E E 220 CDI / d  170 CV DELPHI (A6510702887),A6510702887,Injecteurs MERCEDES CLASSE E,150,150,10,0,,"OM 651.911,OM 651.912,OM 651.916,OM 651.921,OM 651.924,OM 651.925,OM 651.955,OM 651.956,OM 651.957,OM 651.960,OM 651.961,OM 651.980",https://www.autonorma.fr/p/24265-injecteur-common-rail-delphi-cri-a6510702887
24705,https://diesel-injecteurs.com/11649/injecteurs-mercedes-classe-e-e-250-cdi-bluetec-d-204-cv-delphi-a6510702887.jpg,Injecteurs MERCEDES Classe E E 250 CDI / BlueTEC / d  204 CV DELPHI (A6510702887),A6510702887,Injecteurs MERCEDES CLASSE E,150,150,10,0,,"OM 651.911,OM 651.912,OM 651.916,OM 651.921,OM 651.924,OM 651.925,OM 651.955,OM 651.956,OM 651.957,OM 651.960,OM 651.961,OM 651.980",https://www.autonorma.fr/p/24265-injecteur-common-rail-delphi-cri-a6510702887
24704,https://diesel-injecteurs.com/11648/injecteurs-mercedes-classe-e-e-220-cdi-bluetec-d-170-cv-delphi-a6510702887.jpg,Injecteurs MERCEDES Classe E E 220 CDI / BlueTEC / d  170 CV DELPHI (A6510702887),A6510702887,Injecteurs MERCEDES CLASSE E,150,150,10,0,,"OM 651.911,OM 651.912,OM 651.916,OM 651.921,OM 651.924,OM 651.925,OM 651.955,OM 651.956,OM 651.957,OM 651.960,OM 651.961,OM 651.980",https://www.autonorma.fr/p/24265-injecteur-common-rail-delphi-cri-a6510702887
24703,https://diesel-injecteurs.com/11647/injecteurs-mercedes-classe-e-e-300-hybrid-bluetec-hybrid-204-cv-delphi-a6510702887.jpg,Injecteurs MERCEDES Classe E E 300 Hybrid / BlueTEC Hybrid  204 CV DELPHI (A6510702887),A6510702887,Injecteurs MERCEDES CLASSE E,150,150,10,0,,"OM 651.911,OM 651.912,OM 651.916,OM 651.921,OM 651.924,OM 651.925,OM 651.955,OM 651.956,OM 651.957,OM 651.960,OM 651.961,OM 651.980",https://www.autonorma.fr/p/24265-injecteur-common-rail-delphi-cri-a6510702887
24702,https://diesel-injecteurs.com/11646/injecteurs-mercedes-classe-e-e-220-cdi-bluetec-170-cv-delphi-a6510702887.jpg,Injecteurs MERCEDES Classe E E 220 CDI / BlueTEC  170 CV DELPHI (A6510702887),A6510702887,Injecteurs MERCEDES CLASSE E,150,150,10,0,,"OM 651.911,OM 651.912,OM 651.916,OM 651.921,OM 651.924,OM 651.925,OM 651.955,OM 651.956,OM 651.957,OM 651.960,OM 651.961,OM 651.980",https://www.autonorma.fr/p/24265-injecteur-common-rail-delphi-cri-a6510702887
24701,https://diesel-injecteurs.com/11645/injecteurs-mercedes-classe-c-c-220-cdi-170-cv-delphi-a6510702887.jpg,Injecteurs MERCEDES Classe C C 220 CDI  170 CV DELPHI (A6510702887),A6510702887,Injecteurs MERCEDES CLASSE C,150,150,10,0,,"OM 651.911,OM 651.912,OM 651.916,OM 651.921,OM 651.924,OM 651.925,OM 651.955,OM 651.956,OM 651.957,OM 651.960,OM 651.961,OM 651.980",https://www.autonorma.fr/p/24265-injecteur-common-rail-delphi-cri-a6510702887
24700,https://diesel-injecteurs.com/11644/injecteurs-mercedes-classe-c-c-250-cdi-4-matic-204-cv-delphi-a6510702887.jpg,Injecteurs MERCEDES Classe C C 250 CDI 4-matic  204 CV DELPHI (A6510702887),A6510702887,Injecteurs MERCEDES CLASSE C,150,150,10,0,,"OM 651.911,OM 651.912,OM 651.916,OM 651.921,OM 651.924,OM 651.925,OM 651.955,OM 651.956,OM 651.957,OM 651.960,OM 651.961,OM 651.980",https://www.autonorma.fr/p/24265-injecteur-common-rail-delphi-cri-a6510702887
24699,https://diesel-injecteurs.com/11643/injecteurs-mercedes-classe-c-c-250-cdi-204-cv-delphi-a6510702887.jpg,Injecteurs MERCEDES Classe C C 250 CDI  204 CV DELPHI (A6510702887),A6510702887,Injecteurs MERCEDES CLASSE C,150,150,10,0,,"OM 651.911,OM 651.912,OM 651.916,OM 651.921,OM 651.924,OM 651.925,OM 651.955,OM 651.956,OM 651.957,OM 651.960,OM 651.961,OM 651.980",https://www.autonorma.fr/p/24265-injecteur-common-rail-delphi-cri-a6510702887
24698,https://diesel-injecteurs.com/11642/injecteurs-mercedes-classe-c-c-300-bluetec-hybrid-h-204-cv-delphi-a6510702887.jpg,Injecteurs MERCEDES Classe C C 300 BlueTEC Hybrid / h  204 CV DELPHI (A6510702887),A6510702887,Injecteurs MERCEDES CLASSE C,150,150,10,0,,"OM 651.911,OM 651.912,OM 651.916,OM 651.921,OM 651.924,OM 651.925,OM 651.955,OM 651.956,OM 651.957,OM 651.960,OM 651.961,OM 651.980",https://www.autonorma.fr/p/24265-injecteur-common-rail-delphi-cri-a6510702887
24697,https://diesel-injecteurs.com/11641/injecteurs-mercedes-classe-c-c-250-bluetec-d-4-matic-204-cv-delphi-a6510702887.jpg,Injecteurs MERCEDES Classe C C 250 BlueTEC / d 4-matic  204 CV DELPHI (A6510702887),A6510702887,Injecteurs MERCEDES CLASSE C,150,150,10,0,,"OM 651.911,OM 651.912,OM 651.916,OM 651.921,OM 651.924,OM 651.925,OM 651.955,OM 651.956,OM 651.957,OM 651.960,OM 651.961,OM 651.980",https://www.autonorma.fr/p/24265-injecteur-common-rail-delphi-cri-a6510702887
24696,https://diesel-injecteurs.com/11640/injecteurs-mercedes-classe-c-c-250-bluetec-d-204-cv-delphi-a6510702887.jpg,Injecteurs MERCEDES Classe C C 250 BlueTEC / d  204 CV DELPHI (A6510702887),A6510702887,Injecteurs MERCEDES CLASSE C,150,150,10,0,,"OM 651.911,OM 651.912,OM 651.916,OM 651.921,OM 651.924,OM 651.925,OM 651.955,OM 651.956,OM 651.957,OM 651.960,OM 651.961,OM 651.980",https://www.autonorma.fr/p/24265-injecteur-common-rail-delphi-cri-a6510702887
24695,https://diesel-injecteurs.com/8584/injecteurs-opel-antara-22-cdti-163-cv-delphi-28264951.jpg,Injecteurs OPEL ANTARA 2.2 CDTi 163 CV DELPHI (28264951),28264951,Accueil,195,195,10,0,,"A 22 DM,A 22 DMH,LNQ",https://www.autonorma.fr/p/24267-injecteur-common-rail-delphi-cri-28264951
24694,https://diesel-injecteurs.com/8583/injecteurs-opel-antara-22-cdti-4x4-184-cv-delphi-28264951.jpg,Injecteurs OPEL ANTARA 2.2 CDTi 4x4 184 CV DELPHI (28264951),28264951,Accueil,195,195,10,0,,"A 22 DM,A 22 DMH,LNQ",https://www.autonorma.fr/p/24267-injecteur-common-rail-delphi-cri-28264951
24693,https://diesel-injecteurs.com/8582/injecteurs-opel-antara-22-cdti-4x4-163-cv-delphi-28264951.jpg,Injecteurs OPEL ANTARA 2.2 CDTi 4x4 163 CV DELPHI (28264951),28264951,Accueil,195,195,9,0,,"A 22 DM,A 22 DMH,LNQ",https://www.autonorma.fr/p/24267-injecteur-common-rail-delphi-cri-28264951
24692,https://diesel-injecteurs.com/8581/injecteurs-chevrolet-captiva-22-d-163-cv-delphi-28264951.jpg,Injecteurs CHEVROLET CAPTIVA 2.2 D 163 CV DELPHI (28264951),28264951,Accueil,195,195,9,0,,"A 22 DM,A 22 DMH,LNQ",https://www.autonorma.fr/p/24267-injecteur-common-rail-delphi-cri-28264951
24691,https://diesel-injecteurs.com/8580/injecteurs-chevrolet-captiva-22-d-4wd-184-cv-delphi-28264951.jpg,Injecteurs CHEVROLET CAPTIVA 2.2 D 4WD 184 CV DELPHI (28264951),28264951,Accueil,195,195,8,0,,"A 22 DM,A 22 DMH,LNQ",https://www.autonorma.fr/p/24267-injecteur-common-rail-delphi-cri-28264951
24690,https://diesel-injecteurs.com/8315/injecteurs-chevrolet-captiva-22-d-4wd-163-cv-delphi-28264951.jpg,Injecteurs CHEVROLET CAPTIVA 2.2 D 4WD 163 CV DELPHI (28264951),28264951,Accueil,195,195,10,0,,"A 22 DM,A 22 DMH,LNQ",https://www.autonorma.fr/p/24267-injecteur-common-rail-delphi-cri-28264951
24689,https://diesel-injecteurs.com/11818/injecteurs-suzuki-liana-14-ddis-90-cv-delphi-r01001a.jpg,Injecteurs SUZUKI LIANA 1.4 DDiS  90 CV DELPHI (R01001A),R01001A,Injecteurs SUZUKI LIANA,135,135,9,0,,"8HY,8HY (DV4TED4)",https://www.autonorma.fr/p/24249-injecteur-common-rail-delphi-cri-r01001a
24688,https://diesel-injecteurs.com/11817/injecteurs-citroen-c3-14-16v-hdi-90-cv-delphi-r01001a.jpg,Injecteurs CITROEN C3 1.4 16V HDi 90 CV DELPHI (R01001A),R01001A,Injecteurs CITROEN C3,135,135,9,0,,"8HY,8HY (DV4TED4)",https://www.autonorma.fr/p/24249-injecteur-common-rail-delphi-cri-r01001a
24687,https://diesel-injecteurs.com/11804/injecteurs-ford-mondeo-iii-20-tdci-130-cv-delphi-r00301z.jpg,Injecteurs FORD MONDEO III 2.0 TDCi 130 CV DELPHI (R00301Z),R00301Z,Injecteurs FORD MONDEO 3,"79,166667","79,17",10,0,,"FMBA,N7BA",https://www.autonorma.fr/p/36070-injecteur-common-rail-delphi-cri-r00301z-neuf
24686,https://diesel-injecteurs.com/9893/injecteurs-opel-antara-20-cdti-150-cv-bosch-445110270.jpg,Injecteurs OPEL ANTARA 2.0 CDTI 150 CV BOSCH (445110270),445110270,Accueil,135,135,10,0,,"LLW,LMN,Z 20 DM,Z 20 DMH,Z 20 S",https://www.autonorma.fr/p/24378-injecteur-common-rail-bosch-cri-0445110270
24685,https://diesel-injecteurs.com/9891/injecteurs-opel-antara-20-cdti-127-cv-bosch-445110270.jpg,Injecteurs OPEL ANTARA 2.0 CDTI 127 CV BOSCH (445110270),445110270,Accueil,135,135,10,0,,"LLW,LMN,Z 20 DM,Z 20 DMH,Z 20 S",https://www.autonorma.fr/p/24378-injecteur-common-rail-bosch-cri-0445110270
24684,https://diesel-injecteurs.com/9889/injecteurs-opel-antara-20-cdti-4x4-150-cv-bosch-445110270.jpg,Injecteurs OPEL ANTARA 2.0 CDTI 4x4 150 CV BOSCH (445110270),445110270,Accueil,135,135,10,0,,"LLW,LMN,Z 20 DM,Z 20 DMH,Z 20 S",https://www.autonorma.fr/p/24378-injecteur-common-rail-bosch-cri-0445110270
24683,https://diesel-injecteurs.com/9887/injecteurs-chevrolet-nubira-20-d-121-cv-bosch-445110270.jpg,Injecteurs CHEVROLET NUBIRA 2.0 D 121 CV BOSCH (445110270),445110270,Accueil,135,135,10,0,,"LLW,LMN,Z 20 DM,Z 20 DMH,Z 20 S",https://www.autonorma.fr/p/24378-injecteur-common-rail-bosch-cri-0445110270
24682,https://diesel-injecteurs.com/9885/injecteurs-chevrolet-lacetti-20-d-121-cv-bosch-445110270.jpg,Injecteurs CHEVROLET LACETTI 2.0 D 121 CV BOSCH (445110270),445110270,Accueil,135,135,10,0,,"LLW,LMN,Z 20 DM,Z 20 DMH,Z 20 S",https://www.autonorma.fr/p/24378-injecteur-common-rail-bosch-cri-0445110270
24681,https://diesel-injecteurs.com/8200/injecteurs-chevrolet-cruze-20-cdi-150-cv-bosch-445110270.jpg,Injecteurs CHEVROLET CRUZE 2.0 CDI 150 CV BOSCH (445110270),445110270,Accueil,135,135,10,0,,"LLW,LMN,Z 20 DM,Z 20 DMH,Z 20 S",https://www.autonorma.fr/p/24378-injecteur-common-rail-bosch-cri-0445110270
24680,https://diesel-injecteurs.com/9883/injecteurs-chevrolet-captiva-20-d-150-cv-bosch-445110270.jpg,Injecteurs CHEVROLET CAPTIVA 2.0 D 150 CV BOSCH (445110270),445110270,Accueil,135,135,10,0,,"LLW,LMN,Z 20 DM,Z 20 DMH,Z 20 S",https://www.autonorma.fr/p/24378-injecteur-common-rail-bosch-cri-0445110270
24679,https://diesel-injecteurs.com/9881/injecteurs-chevrolet-captiva-20-d-4wd-126-cv-bosch-445110270.jpg,Injecteurs CHEVROLET CAPTIVA 2.0 D 4WD 126 CV BOSCH (445110270),445110270,Accueil,135,135,10,0,,"LLW,LMN,Z 20 DM,Z 20 DMH,Z 20 S",https://www.autonorma.fr/p/24378-injecteur-common-rail-bosch-cri-0445110270
24678,https://diesel-injecteurs.com/9879/injecteurs-chevrolet-captiva-20-d-4wd-150-cv-bosch-445110270.jpg,Injecteurs CHEVROLET CAPTIVA 2.0 D 4WD 150 CV BOSCH (445110270),445110270,Accueil,135,135,10,0,,"LLW,LMN,Z 20 DM,Z 20 DMH,Z 20 S",https://www.autonorma.fr/p/24378-injecteur-common-rail-bosch-cri-0445110270
24677,https://diesel-injecteurs.com/9591/injecteurs-smart-forfour-15-cdi-95-cv-bosch-445110167.jpg,Injecteurs SMART FORFOUR 1.5 CDI  95 CV BOSCH (445110167),445110167,Accueil,135,135,10,0,,"OM 639.939,OM 640.940,OM 640.941,OM 640.942",https://www.autonorma.fr/p/36006-injecteur-common-rail-bosch-cri-0445110167-neuf
24676,https://diesel-injecteurs.com/9589/injecteurs-smart-forfour-15-cdi-68-cv-bosch-445110167.jpg,Injecteurs SMART FORFOUR 1.5 CDI  68 CV BOSCH (445110167),445110167,Accueil,135,135,10,0,,"OM 639.939,OM 640.940,OM 640.941,OM 640.942",https://www.autonorma.fr/p/36006-injecteur-common-rail-bosch-cri-0445110167-neuf
24675,https://diesel-injecteurs.com/9587/injecteurs-mercedes-classe-b-b-200-cdi-140-cv-bosch-445110167.jpg,Injecteurs MERCEDES Classe B B 200 CDI  140 CV BOSCH (445110167),445110167,Accueil,135,135,10,0,,"OM 639.939,OM 640.940,OM 640.941,OM 640.942",https://www.autonorma.fr/p/36006-injecteur-common-rail-bosch-cri-0445110167-neuf
24674,https://diesel-injecteurs.com/9585/injecteurs-mercedes-classe-b-b-180-cdi-109-cv-bosch-445110167.jpg,Injecteurs MERCEDES Classe B B 180 CDI  109 CV BOSCH (445110167),445110167,Accueil,135,135,10,0,,"OM 639.939,OM 640.940,OM 640.941,OM 640.942",https://www.autonorma.fr/p/36006-injecteur-common-rail-bosch-cri-0445110167-neuf
